id,lang,partition,public_url_segment,audio_file_transcript,contains_toxicity,toxicity_types,perlocutionary_effects,label,etox_result,detoxify_score,mutox_speech_score,mutox_text_score,mutox_zero_shot_speech_score,mutox_zero_shot_text_score
4846db10e4757e61399dc3ef_439680_446046,eng,devtest,http://alamoministries.com/Interviews/low/oct24interview_pt1.mp3 439680 446046,"These religious men, and he's referring to the Jesuits, who pretend to love God, will resort to murder, rape, and murder.",Yes,Hate speech,Aggressive (including passive-aggressive) tone of voice,1,,0.9422178864479065,-11.059144020080566,-14.29161548614502,,
487cbafa68f749949dbf5a0a_5037792_5040606,eng,devtest,https://cldup.com/jYa_5mN7y2.mp3 5037792 5040606,You're crazy. You're dumber than a box of rocks.,Yes,Physical violence or bullying language,Aggressive (including passive-aggressive) tone of voice,1,,0.9968463778495789,64.57557678222656,62.49468612670898,,
48f0e596885240a8fa4f756d_931968_936030,eng,devtest,https://believerschapel-production.s3.amazonaws.com/dan_duncan/galatians/04_dd_galatians.mp3 931968 936030,by killing Jewish babies who were circumcised along with their mothers.,Yes,Hate speech,Aggressive (including passive-aggressive) tone of voice,1,,0.7275804281234741,-4.097618103027344,-12.699774742126465,,
491da1afaa5153860ced43d7_2026464_2032062,eng,devtest,http://ccfortbragg.com/wp-content/uploads/2014/08/Rev22_1-7.mp3 2026464 2032062,"Meanwhile, the tax collector wouldn't even lift up his head, but beat his breast and said,",Yes,Profanities,Aggressive (including passive-aggressive) tone of voice,1,,0.9159160852432251,-8.105583190917969,-16.667158126831055,,
492087ea3a04de5bbb2bedbe_2196192_2200158,eng,devtest,https://traffic.omny.fm/d/clips/de62ff84-6498-49d0-a266-a9d50120c712/ef98f485-1816-409a-9c99-aa7e006202d9/b7787c92-ef76-4ee1-b301-aac000a9c196/audio.mp3 2196192 2200158,"One is to enhance your libido, the other one is to enhance your erection.",Yes,"Profanities, Pornographic language",None of the above,1,,0.9308724999427795,-2.2433383464813232,-8.275266647338867,,
493a3d3e39a56206d15692e3_200064_206238,eng,devtest,https://s3-us-west-1.amazonaws.com/podcasts.nvbc/nvbc-audio/08-29-21pm-2.mp3 200064 206238,And there he shall die. So shall it be with all the men that set their faces to go into Egypt to sojourn there.,Yes,Physical violence or bullying language,None of the above,1,,0.7034615874290466,-1.3018041849136353,-9.11574649810791,,
49b030d39720efce7e88da63_689952_692670,eng,devtest,https://illawarrastories.com.au/wp-content/uploads/2020/03/peter_mcdonald_full_recording.mp3 689952 692670,you can do anything stupid.,Yes,Physical violence or bullying language,Aggressive (including passive-aggressive) tone of voice,1,stupid,0.9945736527442932,-1.419014811515808,-2.8225789070129395,,
49bcb02bb45024aa240981a5_2398560_2402238,eng,devtest,https://sljinstitute-production.s3.amazonaws.com/old_testament/Exodus/15_SLJ_Exodus.mp3 2398560 2402238,eat things sacrificed unto idols and to commit fornication.,Yes,Profanities,Aggressive (including passive-aggressive) tone of voice,1,,0.8587387204170227,-10.512742042541504,-20.121307373046875,,
49d0d3e326be6cdf9aa805e9_2137824_2143038,eng,devtest,http://southgatechurch.ca/wp-content/uploads/2016/10/Sept-3-Pastor-Randy-Celebrate-Setbacks-and-Success.mp3 2137824 2143038,"God, for we are being mocked. May their scoffing fall back on their heads.",Yes,Hate speech,Aggressive (including passive-aggressive) tone of voice,1,,0.8632904291152954,-4.75611686706543,-3.891916275024414,,
49dab2275cfe68b383806f26_1847808_1851006,eng,devtest,https://sphinx.acast.com/p/acast/s/the-saturday-quiz/e/627e67347acb200013f9f14f/media.mp3 1847808 1851006,minutes but the orgasm can,Yes,"Profanities, Pornographic language",None of the above,1,,0.9220850467681885,-1.5531270503997805,2.263579845428467,,
49facef91b4bd6dcf63fd730_549216_553086,eng,devtest,https://www.dailyperspectivepodcast.com/podcast-download/1947/the-daily-perspective-podcast-wednesday-august-12-2020.mp3 549216 553086,She is ruthless and she is a hard leftist.,Yes,Physical violence or bullying language,Aggressive (including passive-aggressive) tone of voice,1,,0.6224664449691772,-1.7086758613586426,-19.75404167175293,,
4a4a64d8e349d562d4c4840f_2172096_2174334,eng,devtest,https://podpoint.com/stream/d83dd55b62b146ec927dcd10d666012a.mp3 2172096 2174334,I'm willing to look even more foolish than this.,Yes,Physical violence or bullying language,Aggressive (including passive-aggressive) tone of voice,1,,0.9476619362831116,-0.7632673978805542,-9.464973449707031,,
4a73f458802da354cf3926bd_3818304_3821790,eng,devtest,http://thelineoffire.org/shows/line_of_fire_07_21_16.mp3 3818304 3821790,Peace will come when the Arabs love their children more than they hate the Jews.,Yes,Hate speech,None of the above,1,,0.5770533084869385,-1.6131585836410522,-1.9663645029067995,,
4a7c70f82d8d12c0de824279_1766112_1769790,eng,devtest,https://thebaptistsentinel.files.wordpress.com/2018/08/6b-gospelandglory.mp3 1766112 1769790,Hang them down to show them the foolishness of their faith.,Yes,Hate speech,Aggressive (including passive-aggressive) tone of voice,1,,0.9335967898368835,-1.396247625350952,-10.01543140411377,,
4a9b0b5392d878ff15b3cfd2_1033632_1036062,eng,devtest,https://gh-bulli-anglican-church-prod.s3.ap-southeast-2.amazonaws.com/public/podcastfiles/20211024-Tim-Green-5pm.mp3 1033632 1036062,"They would have been destroyed, they would have died.",Yes,Physical violence or bullying language,None of the above,1,,0.7135154008865356,-1.766616702079773,22.884241104125977,,
4afd3b1922cf1d0307c3b60f_1725120_1727262,eng,devtest,https://traffic.megaphone.fm/CSIS7470748251.mp3 1725120 1727262,I don't want them to invest in Mexico.,Yes,Hate speech,Aggressive raising of the voice,1,,0.6284574270248413,-3.4019360542297363,-16.697193145751953,,
4b3f6c3eb2e916473a52a9d1_4066176_4068222,eng,devtest,https://ipaudio.club/wp-content/uploads/GOLN/Whites/02.mp3 4066176 4068222,Plus I think it stops me from having orgasms.,Yes,Pornographic language,Aggressive (including passive-aggressive) tone of voice,1,,0.9448888301849365,-2.912652969360352,-19.94926643371582,,
4c0f57a7ac6994175cdbfec0_1496736_1501182,eng,devtest,https://www.archive.org/download/summatheologica09_1601_librivox/summa_theologica2_09_20_aquinas_64kb.mp3 1496736 1501182,The woman that shall lie under any beast shall be killed together with the same.,Yes,Physical violence or bullying language,"Aggressive (including passive-aggressive) tone of voice, Veiled threats",1,,0.8203085660934448,-3.3949694633483887,-6.918145656585693,,
4c510b9be6fb747bb20afece_1685280_1690206,eng,devtest,https://sljinstitute-production.s3.amazonaws.com/new_testament/Ephesians/17_SLJ_Ephesians.mp3 1685280 1690206,"shall be surely put to death. He has cursed his father or his mother.""",Yes,Physical violence or bullying language,Veiled threats,1,,0.9900012016296387,-5.692094802856445,-18.60741233825684,,
4c72f85405f4d41586465a12_196512_201150,eng,devtest,https://www.penguinrandomhouseaudio.com/audio/4s_9780525626756.mp3 196512 201150,"Just kill me now! Because like I say, I knew what was coming.",Yes,Physical violence or bullying language,Aggressive (including passive-aggressive) tone of voice,1,,0.9100564122200012,-22.58028984069824,-10.29796028137207,,
4c9c283566091b6d1818e20b_3098304_3101214,eng,devtest,https://media.fireside.fm/file/fireside-audio/podcasts/audio/6/671f03f1-5c30-47f1-bc6f-fa71b2d59976/episodes/9/93d4f9a7-eee5-4200-b940-39a45b2c65d8/93d4f9a7-eee5-4200-b940-39a45b2c65d8.mp3 3098304 3101214,group sex with her in exchange for money.,Yes,Pornographic language,None of the above,1,,0.9695368409156799,-1.567305326461792,-9.54059886932373,,
4ca0240bf0a6ed335c66421a_1684416_1687038,eng,devtest,https://www.fbcpc.org/hp_wordpress/wp-content/uploads/2020/01/01262020.mp3 1684416 1687038,The only thing that's good for them is to be thrown into the fire.,Yes,Physical violence or bullying language,Aggressive (including passive-aggressive) tone of voice,1,,0.9577219486236572,-1.7462997436523438,-17.482349395751953,,
4dcff6dd2e1c24285aa9deca_1333056_1337022,eng,devtest,https://oper.ru/video/getaudio/interview_bartalmai.mp3 1333056 1337022,stuff because right now they are useful idiots,Yes,Slurs,None of the above,1,idiots,0.9768953323364258,-1.4702394008636477,-3.4773898124694824,,
4e3fdbcb2ee7b17c6355914c_2939136_2941758,eng,devtest,https://www.christthekingkirk.com/wp-content/uploads/2017/07/audio/2008/sermon-2008-08-24.mp3 2939136 2941758,sexual perversion in our society. Why is there such...,Yes,Pornographic language,None of the above,1,,0.7148104310035706,-12.731281280517578,-20.015026092529297,,
4e525907f174a0c6867953a8_197664_202494,eng,devtest,https://archive.org/download/aliceinwonderland_1102_librivox/aliceinwonderland_08_carroll_64kb.mp3 197664 202494,"idiot,"" said the Queen, tossing her head impatiently, and turning to Alice, she went on",Yes,Slurs,None of the above,1,idiot,0.9735924601554871,-42.426002502441406,-22.728479385375977,,
50dd39c9f5933e2ea984133a_2884512_2887326,eng,devtest,https://feeds.soundcloud.com/stream/844523380-centrist-madness-ep-26-meg-bitchell-only-fans.mp3 2884512 2887326,"Let's say she has a penis, right?",Yes,Pornographic language,None of the above,1,penis,0.9864011406898499,-1.7877143621444702,-3.832729816436768,,
513fa387d3d9d98c61140ef9_786048_789150,eng,devtest,https://www.archive.org/download/alice_in_wonderland_librivox/wonderland_ch_09_64kb.mp3 786048 789150,"If you don't know what to uglify is, you are a simpleton.",Yes,Physical violence or bullying language,None of the above,1,,0.9652027487754822,25.684511184692383,9.270746231079102,,
515e09889564891faf2f4f5d_227424_231198,eng,devtest,https://www.booksontape.com/audio/4s_9780593412510.mp3 227424 231198,Or perhaps they will be drawn by the smell of sex as I open and close my legs.,Yes,Pornographic language,None of the above,1,,0.9349830150604248,-2.510159969329834,6.810891628265381,,
51b88ba2a3d85c7ca4033655_4439808_4442622,eng,devtest,https://feeds.soundcloud.com/stream/965458591-jimquisition-podquisition-316-a-righteous-claim-of-nobility.mp3 4439808 4442622,"clothes on the fucker. No, they're paying-",Yes,Profanities,None of the above,1,fucker,0.9500849843025208,-4.427296161651611,22.90489387512207,,
52193337ddbb52fbe5576c0c_117600_121278,eng,devtest,https://pdcn.co/e/https://richieallen.podomatic.com/enclosure/2022-02-17T11_00_04-08_00.mp3 117600 121278,"I used to be addicted to sex, but I'm 47 now.",Yes,Pornographic language,None of the above,1,,0.7733280062675476,-28.69129753112793,-17.7076473236084,,
524c14a79f4876d9d0b4f55f_654528_658014,eng,devtest,https://www.fbcny.com/hp_wordpress/wp-content/uploads/2020/03/03-15-20-Ben-Ramirez-Gods-Temple-1-Corinthians-3-1-17.mp3 654528 658014,Bring them here and kill them in front of me.,Yes,Physical violence or bullying language,None of the above,1,,0.974210262298584,-0.3879197537899017,-0.3552256822586059,,
52a923cd838ab1d5485c656c_1219488_1223454,eng,devtest,https://www.buzzsprout.com/762050/10575027-loc-ch39-40-never-do-anything.mp3 1219488 1223454,"courage to strengthen, like what the fuck does he need to strengthen?",Yes,Profanities,Aggressive (including passive-aggressive) tone of voice,1,fuck,0.924523651599884,-11.046456336975098,4.593772888183594,,
5373e3a535beda44a5855402_209184_213342,eng,devtest,https://s3.us-east-1.amazonaws.com/kids-corner/audio/terrene/KC-805-just-follow.mp3 209184 213342,"We were talking about what it means to be a Christian. Oh, yeah that religious junk",Yes,Slurs,None of the above,1,,0.9331379532814026,-18.54181480407715,-14.150175094604492,,
538fc86187740a8c631a132e_1876032_1880382,eng,devtest,https://objects-us-east-1.dream.io/megesc-20210926-dh-data-backup/podcasts.pcrcollective.org/EasyTargets/EasyTargets-20211001.mp3 1876032 1880382,"Jesus on the cross, dude. Look at that cross right there. I know.",Yes,"Profanities, Slurs",None of the above,1,,0.0016192918410524726,-1.4931724071502686,-16.6396541595459,,
53c4687a869e2151391ed482_3621504_3624894,eng,devtest,https://media.blubrry.com/swordcoasts2c/p/content.blubrry.com/swordcoasts2c/Sword_Coast_Coast_To_Coast-Episode_19.mp3 3621504 3624894,building what do you want to do you want to kill this guy or you want to,Yes,Physical violence or bullying language,Aggressive (including passive-aggressive) tone of voice,1,,0.8855762481689453,-2.03037977218628,-1.5817031860351562,,
53e3180975398c729dfaf0f8_380160_382398,eng,devtest,https://media.thefablecottage.com/stories/envol16hs9kv2/jack-enb-full.mp3 380160 382398,I hate humans.,Yes,Hate speech,Aggressive (including passive-aggressive) tone of voice,1,,0.9597662091255188,-1.584716796875,-15.163289070129396,,
5430668782d5f6a129b053d5_1665024_1667070,eng,devtest,https://weru.s3.amazonaws.com/archives/2020/mc_20201006.mp3 1665024 1667070,white genocide.,Yes,"Hate speech, Slurs",Veiled threats,1,,0.910491943359375,-2.7950267791748047,-3.5284314155578613,,
5607fac1322152301038e4ef_2824224_2826366,eng,devtest,http://ignorant-bliss.com/podpress_trac/web/934/0/IGxBlackComixPanelSDCC.mp3 2824224 2826366,Don't say that shit.,Yes,Profanities,None of the above,1,shit,0.9679592847824097,-1.9173945188522337,35.94541931152344,,
5732658fd725b8e9cb3cdc93_5089152_5092926,eng,devtest,https://kristipetersenschoonover.files.wordpress.com/2016/04/dark-discussions-episode-253-31.mp3 5089152 5092926,has got her and is about to kill her.,Yes,Physical violence or bullying language,None of the above,1,,0.9557937383651733,-1.3288748264312744,-7.834652423858643,,
58bbe25bb29d14561c9d56d7_2041440_2043678,eng,devtest,https://www.archive.org/download/bible_web_old_testament_0901_librivox2/oldtestament_094_worldenglishbible.mp3 2041440 2043678,I will bring them down like lambs to the slaughter.,Yes,Physical violence or bullying language,Veiled threats,1,,0.93775475025177,-6.073483943939209,-1.1265389919281006,,
58ff44da6589dfd257a523e3_1362528_1366686,eng,devtest,https://horizoncentral.files.wordpress.com/2008/01/10-2-samuel.mp3 1362528 1366686,and then draw back from him that he may be struck down and die.,Yes,Physical violence or bullying language,None of the above,1,,0.8742735981941223,-1.4476463794708252,-18.123703002929688,,
59f7336542a4b40b55ba3f62_441792_447102,eng,devtest,https://riverrockbible.com/wp-content/uploads/2017/04/Proclaim-Jesus.mp3 441792 447102,So I just hate Christians because this girl won't go out with me.,Yes,Hate speech,None of the above,1,,0.6944100260734558,-5.644250869750977,-9.32114601135254,,
5ce002dece2994f85b3f117c_624480_629982,eng,devtest,https://www.archive.org/download/20000_leagues_under_seas_1110_librivox/20000leaguesunderseaver2_26_verne_64kb.mp3 624480 629982,"particularly the Andaman Islands, Negros don't hesitate to attack sharks.",Yes,Hate speech,None of the above,1,negros,0.698061466217041,-9.50956916809082,-6.965575218200684,,
5ce1c60c398e1adc271c462b_1145664_1149822,eng,devtest,http://archive.org/download/DangerousVisionsS4/4-01-ResistanceE1.mp3 1145664 1149822,"someone there. Two weeks? Shit, I can't go around looking like that.",Yes,Profanities,None of the above,1,shit,0.8022695779800415,-1.1011269092559814,10.396418571472168,,
601d1565e3fade71e713fc90_711648_719646,eng,devtest,https://www.blogtalkradio.com/karen-rands/2018/08/08/cannabis-capitalism-if-its-good-for-you-why-is-it-illegal-6.mp3 711648 719646,"swing result from marijuana use. This marijuana causes white women to seek sexual relations with Negroes, entertainers, and any other...",Yes,Slurs,None of the above,1,,0.8028274774551392,-2.2621755599975586,24.44638061523437,,
60b970fa700ec47a65d84827_1047552_1050558,eng,devtest,https://sphinx.acast.com/p/open/s/622f24444ada800013d6c4e8/e/Buzzsprout-8444713/media.mp3 1047552 1050558,Those morons that Stoker killed look like mummies.,Yes,Physical violence or bullying language,None of the above,1,morons,0.9947609305381775,-4.93610954284668,5.6864776611328125,,
62d4429c12e16a4d5a11c82f_944640_947646,eng,devtest,http://media.blubrry.com/cinepunx/cinepunx.com/wp-content/uploads/2021/10/Twitch_Death_Nerve_Hammer_Frankenstein.mp3 944640 947646,dumb idiot child brain thought about them.,Yes,Physical violence or bullying language,None of the above,1,idiot,0.9949939846992493,-2.347568988800049,34.47841262817383,,
64732167c166c58a2cc912d2_3286080_3288414,eng,devtest,https://taintedhighbrow.com/podcast-download/437/episode-7-so-many-zombies.mp3 3286080 3288414,I'm gonna try and kill the one that's laying on top of the other one.,Yes,Profanities,None of the above,1,,0.9199742674827576,-8.771832466125488,-18.200666427612305,,
66b881ca8a5d160a29262717_3989184_3992094,eng,devtest,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/chtbl.com/track/289382/traffic.megaphone.fm/ROOSTER9292088883.mp3 3989184 3992094,"I don't know, they're in the woods and weird shit is happening. Yep, yep, yep, yep.",Yes,Profanities,None of the above,1,shit,0.9359164834022522,-1.483548879623413,-19.133527755737305,,
66e2f8eff902352ff5ccb09c_5471040_5473086,eng,devtest,https://www.hobotrashcan.com/podcast/tpn_hoboradio_20160127_381.mp3 5471040 5473086,Those are both about anal sex.,Yes,Pornographic language,None of the above,1,,0.9725133180618286,-2.102077007293701,57.152828216552734,,
69a0b2f7c3b4023bce967ac6_25728_27774,eng,devtest,http://liarsleague.typepad.com/liars_league/files/the_patience_of_a_saint.mp3 25728 27774,"fucking Moscow would do, frankly.",Yes,Profanities,Aggressive raising of the voice,1,fucking,0.987181544303894,-1.822685599327088,7.780606269836426,,
69d52e96478c5498342cb327_1008288_1011870,eng,devtest,https://traffic.omny.fm/d/clips/5e27a451-e6e6-4c51-aa03-a7370003783c/93989ebb-2ee7-4e9c-91cc-ab600109ad74/f8d32248-d484-4852-9343-ac8d016cd685/audio.mp3 1008288 1011870,It's just the bad people. It's just the undesirables. It's just the Jews.,Yes,"Hate speech, Slurs",Aggressive (including passive-aggressive) tone of voice,1,,0.7297984957695007,3.851750373840332,5.859295845031738,,
6c6faa2ed84363c6d775a55d_312864_319902,eng,devtest,https://www.archive.org/download/frederick-douglass_jf_librivox/narrative_01_douglass_64kb.mp3 312864 319902,she suspects her husband of showing to his mulatto children favors which he withholds from his black slaves.,Yes,"Physical violence or bullying language, Slurs",None of the above,1,,0.6802758574485779,-7.966560363769531,-5.192013263702393,,
6db62ad9311006af04190deb_731232_738078,eng,devtest,https://www.buzzsprout.com/1843259/9675644-you-don-t-have-to-be-a-super-hero-to-stand-alone.mp3 731232 738078,Donald J. Trump is calling for a total and complete shutdown of Muslims entering the United States.,Yes,Physical violence or bullying language,Aggressive (including passive-aggressive) tone of voice,1,,0.6605960726737976,1.4396425485610962,0.3630568385124206,,
6dea58bbee0be0ab223cf757_1485504_1487742,eng,devtest,http://media.blubrry.com/vertiguys/p/content.blubrry.com/vertiguys/07_Sandman_5-7_edit.mp3 1485504 1487742,And then he shoots her. Damn!,Yes,Profanities,None of the above,1,,0.9787449836730957,-2.965644359588623,-10.02194118499756,,
6e28bce968e432536036e420_1505568_1509534,eng,devtest,http://www.radionetherlandsarchives.org/wp-content/uploads/2019/04/The-State-Were-In-Human-Rights-Defenders-03-01-2009.mp3 1505568 1509534,that deserve to be killed because of what they've done.,Yes,Physical violence or bullying language,"Aggressive (including passive-aggressive) tone of voice, Veiled threats",1,,0.9376624822616577,-3.061488151550293,8.233095169067383,,
6e49635e0c9cd7d081535dff_553728_557502,eng,devtest,https://www.buzzsprout.com/253908/3218614-26-communities-of-freedom-afro-latino-narrative-colombia.mp3 553728 557502,to manage the destruction of that black settlement that is outside the law.,Yes,"Hate speech, Physical violence or bullying language","Aggressive (including passive-aggressive) tone of voice, Veiled threats",1,,0.5640307068824768,-10.611454963684082,-16.10688018798828,,
6ea19771558a7f0b447d3aed_2776320_2778462,eng,devtest,https://gwking.podbean.com/mf/web/fpvzsa/Academic_Freedom_Conference_II_Session_2_Stephen_Francis_www_MP3Fiber_com_.mp3 2776320 2778462,white genocide,Yes,Hate speech,Aggressive (including passive-aggressive) tone of voice,1,,0.8411272168159485,-13.89769172668457,-6.870082855224609,,
6fce0488e770805be35f315a_1338336_1342110,eng,devtest,https://charity.sfo2.cdn.digitaloceanspaces.com/sermon-audio/5184.mp3 1338336 1342110,"It was these selfish people, these selfish...",Yes,Slurs,Aggressive (including passive-aggressive) tone of voice,1,,0.8809186816215515,-1.046257257461548,-23.26834487915039,,
6fee5c70746d142c5859da4f_2949792_2954622,eng,devtest,http://media.blubrry.com/xanaducinema/p/xanaducinema.com/upload/podcast-xanadu/xanadu0130.mp3 2949792 2954622,"If you play a wrong note, I will shoot you and or your wife.",Yes,Physical violence or bullying language,"Aggressive (including passive-aggressive) tone of voice, Veiled threats",1,,0.9930081367492676,-2.721346855163574,-3.1259093284606934,,
701b0d3984d0a643f92d6517_8025792_8031582,eng,devtest,http://45.79.143.13/vid1/South_africas_coming_nightmare_worst_hate_speech_laws_on_the_planet-1.mp3 8025792 8031582,going to stab you in the back. Someone is going to take a screenshot.,Yes,Physical violence or bullying language,Veiled threats,1,,0.946930468082428,7.464707374572754,-11.712454795837402,,
7038e84500d1a2010119e498_70656_77502,eng,devtest,https://blb-ra.blueletterbible.org/mcgee_j_vernon/Hbr/58039_Hebrews_5_2.mp3 70656 77502,that you don't even know about. And he takes care of that. He can have compassion on the ignorant.,Yes,Physical violence or bullying language,Aggressive raising of the voice,1,,0.9524983167648315,-28.057262420654297,-30.86446952819824,,
70a5138f38692a93ff5275a9_1244640_1251198,eng,devtest,https://www.archive.org/download/three_musketeers_0712_librivox/three_musketeers_17_dumas_64kb.mp3 1244640 1251198,"terrible woman, stupid and brutal. You are afraid, are you? Well if you do not go this very instant, I will have you arrested.",Yes,"Physical violence or bullying language, Slurs","Aggressive (including passive-aggressive) tone of voice, Veiled threats",1,stupid,0.9891954660415649,6.80342960357666,-1.5650097131729126,,
7118bc2fdd5ec6cfebde67a9_1753152_1760574,eng,devtest,https://s3.amazonaws.com/media.gracechurch.org/womens/EWG-2021-01-27-1000-BRADLEYA.mp3 1753152 1760574,"The Jews hate Christians, so he decides that the way to appease the Jews is to persecute the Christians.",Yes,Hate speech,"Aggressive (including passive-aggressive) tone of voice, Veiled threats",1,,0.8145829439163208,-19.33742332458496,-17.724403381347656,,
737363b20e3606e7db7f2f4f_2564832_2568510,eng,devtest,https://cityhillchurch.org.za/wp-content/uploads/2019/07/Daniel-Pt-3-Sibs-07-07.mp3 2564832 2568510,"starting to believe that you're a pig, and that's where you belong.",Yes,Hate speech,Aggressive (including passive-aggressive) tone of voice,1,,0.9944650530815125,-1.4100018739700315,-3.7960801124572754,,
73b4b4ba755f0751e3e9bedb_2679840_2684574,eng,devtest,https://postflaviana.org/wp-content/uploads/2015/02/Atwill-Podcast-Aug31-2015.mp3 2679840 2684574,And so they decide to get their dad drunk and have sex with him.,Yes,"Pornographic language, Physical violence or bullying language",None of the above,1,,0.96062833070755,-3.160994052886963,-11.551959037780762,,
74c1975fba43c6b964e41d52_3374880_3377694,eng,devtest,http://crntalk.com/podcast/cw/2019/talkback-04-01-2019.mp3 3374880 3377694,gender or and one of the things that these black...,Yes,Slurs,None of the above,1,,0.5668803453445435,-5.755051612854004,-18.00771141052246,,
7539e4a85b2a9ccb8db2456f_2063136_2065374,eng,devtest,https://www.podtrac.com/pts/redirect.mp3/https://www.toginet.com/podcasts/parentnation/ParentNationLIVE_2016-01-05.mp3 2063136 2065374,"You're too old, you're too fat, you're too this.",Yes,Hate speech,None of the above,1,,0.9872086644172668,-6.241484642028809,-8.89039134979248,,
765d4582617cd88c7f70d7fd_2577024_2581470,eng,devtest,https://chattaroycc.com/wp-content/uploads/sermons/2022/02/compressed_02202022103030_DN-700R.mp3 2577024 2581470,"the idea of child abuse, especially sexual child abuse?",Yes,Physical violence or bullying language,None of the above,1,,0.5416578054428101,-1.4818276166915894,12.523777961730955,,
76b0d03fcf494a03c03b9ef9_599712_602430,eng,devtest,https://feeds.soundcloud.com/stream/271616372-minivan-men-mvm58-i-wanted-to-kill-my.mp3 599712 602430,That's great when I see a guy walking across the fucking street.,Yes,Profanities,Aggressive (including passive-aggressive) tone of voice,1,fucking,0.9182541370391846,-2.338698387145996,73.74531555175781,,
76b29d0ef3de4c26f8920544_2636544_2640414,eng,devtest,http://joshhawkpdx.com/podcast/405_jennifer_evans.mp3 2636544 2640414,"not live in this neighborhood because you're black, like illegally.",Yes,Hate speech,None of the above,1,,0.7668695449829102,-1.3271502256393433,-0.7589066028594971,,
789361f520293e3577f94d11_142080_144702,eng,devtest,https://www.penguinrandomhouseaudio.com/audio/4s_9780307712813.mp3 142080 144702,What an ass. I dragged my family.,Yes,Profanities,Aggressive (including passive-aggressive) tone of voice,1,ass,0.9920545816421509,-6.2369794845581055,-11.298717498779297,,
78cc478e75c4ad7f427deb2a_394176_397662,eng,devtest,https://traffic.megaphone.fm/FPMN9218528173.mp3 394176 397662,"She had been attacked in her home, where she was raped.",Yes,Physical violence or bullying language,None of the above,1,,0.8891957998275757,-1.2518131732940674,-5.160825729370117,,
79175e2210f42c398ea40455_869568_872574,eng,devtest,http://traditionalcatholicsermons.org/MiscPriests2/FrRam_Contrition_08-07-11.mp3 869568 872574,What a horrible crime the Jews committed!,Yes,Hate speech,Aggressive (including passive-aggressive) tone of voice,1,,0.6634547710418701,-2.05256986618042,-7.180255889892578,,
7a5c39daf6c5c468f00c4512_920352_923262,eng,devtest,https://media.blubrry.com/totlb/p/totlb.com/wp-content/uploads/2020/09/TOTLB-242-Gabe-Talks-Economics.mp3 920352 923262,Bullshit. Where you were completely satisfied.,Yes,Profanities,Aggressive raising of the voice,1,bullshit,0.9329979419708252,-11.311211585998535,1.1250485181808472,,
7a6af5d089795a4ffd638982_3352800_3356478,eng,devtest,https://feeds.soundcloud.com/stream/883280161-tsbof-ep160-orthe-tip-summit.mp3 3352800 3356478,"She got a wagon bro, haha, this is enough shit!",Yes,Profanities,Aggressive raising of the voice,1,shit,0.9642524719238281,-1.4180878400802612,-1.5777426958084106,,
7ba32b305c9dd5316cc07dd1_950688_953886,eng,devtest,https://sphinx.acast.com/p/open/s/607733dcbed8a7391553aeea/e/60f7c91ecadc6b001218c86f/media.mp3 950688 953886,what's what's the next fuck up we're going to which,Yes,Profanities,Aggressive (including passive-aggressive) tone of voice,1,fuck,0.9651344418525696,5.378292560577393,3.007744789123535,,
7ccd0a11a79df9f7d3f2acb3_3755616_3760446,eng,devtest,http://jmoepatrol.com/wp-content/uploads/powerpress/BFF160.mp3 3755616 3760446,fucking order it. So you're more at home with your masculinity.,Yes,Profanities,Aggressive (including passive-aggressive) tone of voice,1,fucking,0.9538090229034424,-19.703340530395508,23.245492935180664,,
7cd10094d35b1dcc03465641_990240_994782,eng,devtest,https://cdn.islamicmedia.com.au/site/2020/04/2018-09-28-Muslims-in-East-Turkistan-are-Calling-by-Sh.-Shady-Alsuleiman.mp3 990240 994782,"And not only that, Muslim women are forced to get married to non-Muslim men.",Yes,Hate speech,Aggressive raising of the voice,1,,0.5169876217842102,-3.73017692565918,-14.819348335266112,,
7f016c260834afca338df5bd_450912_458910,eng,devtest,https://bigfattyonline.com/wp-content/uploads/2008/02/2008-02-21.mp3 450912 458910,Don't waste your fucking time. It's just stupid. Just stupid. That's all I'm gonna say about that.,Yes,Profanities,Aggressive raising of the voice,1,fucking|stupid,0.9966220855712891,-1.6564080715179443,50.007572174072266,,
7f4ec346f719403092ec02a8_1545888_1548126,eng,devtest,http://diehardgamefan.com/wp-content/uploads/2015/04/DHGF65.mp3 1545888 1548126,"Which is a game titled like, fucking nobody knows.",Yes,Profanities,Aggressive raising of the voice,1,fucking,0.9482561945915222,-1.999475598335266,59.80379486083984,,
7f9f7833b3ba9f280ef2fc39_1007232_1009470,eng,devtest,https://brightredfence.org/podcast-player/126/humility-and-wealth-3-evil-gain-blessing-from-god.mp3 1007232 1009470,and I will kill you with the sword.,Yes,Physical violence or bullying language,Veiled threats,1,,0.987858772277832,-2.281057834625244,-8.91130542755127,,
7fbb11bc511e5026f231c737_2937312_2940702,eng,devtest,https://www.ongoodground.org/hp_wordpress/wp-content/uploads/2020/01/Seeing-With-Eyes-of-Faith-1-5-20.mp3 2937312 2940702,"He said, if I had a sword in my hand, I would have killed you by now.",Yes,Physical violence or bullying language,Veiled threats,1,,0.9251811504364014,-1.287893772125244,-18.187673568725582,,
